Config: (count = 64, datalen = 22, packed = False), sizeof(item_t): 28, dcache misses:         58
Config: (count = 64, datalen = 22, packed = True), sizeof(item_t): 26, dcache misses:         54
Config: (count = 64, datalen = 23, packed = False), sizeof(item_t): 28, dcache misses:         57
Config: (count = 64, datalen = 23, packed = True), sizeof(item_t): 27, dcache misses:         55
Config: (count = 64, datalen = 24, packed = False), sizeof(item_t): 28, dcache misses:         57
Config: (count = 64, datalen = 24, packed = True), sizeof(item_t): 28, dcache misses:         57
Config: (count = 64, datalen = 25, packed = False), sizeof(item_t): 32, dcache misses:         65
Config: (count = 64, datalen = 25, packed = True), sizeof(item_t): 29, dcache misses:         59
Config: (count = 64, datalen = 26, packed = False), sizeof(item_t): 32, dcache misses:         65
Config: (count = 64, datalen = 26, packed = True), sizeof(item_t): 30, dcache misses:         61
Config: (count = 64, datalen = 27, packed = False), sizeof(item_t): 32, dcache misses:         65
Config: (count = 64, datalen = 27, packed = True), sizeof(item_t): 31, dcache misses:         63
Config: (count = 64, datalen = 28, packed = False), sizeof(item_t): 32, dcache misses:         65
Config: (count = 64, datalen = 28, packed = True), sizeof(item_t): 32, dcache misses:         65
Config: (count = 64, datalen = 29, packed = False), sizeof(item_t): 36, dcache misses:         65
Config: (count = 64, datalen = 29, packed = True), sizeof(item_t): 33, dcache misses:         67
Config: (count = 64, datalen = 30, packed = False), sizeof(item_t): 36, dcache misses:         65
Config: (count = 64, datalen = 30, packed = True), sizeof(item_t): 34, dcache misses:         69
Config: (count = 64, datalen = 31, packed = False), sizeof(item_t): 36, dcache misses:         65
Config: (count = 64, datalen = 31, packed = True), sizeof(item_t): 35, dcache misses:         71
Config: (count = 64, datalen = 32, packed = False), sizeof(item_t): 36, dcache misses:         65
Config: (count = 64, datalen = 32, packed = True), sizeof(item_t): 36, dcache misses:         65
Config: (count = 256, datalen = 1, packed = False), sizeof(item_t):  8, dcache misses:         66
Config: (count = 256, datalen = 1, packed = True), sizeof(item_t):  5, dcache misses:         42
Config: (count = 256, datalen = 2, packed = False), sizeof(item_t):  8, dcache misses:         65
Config: (count = 256, datalen = 2, packed = True), sizeof(item_t):  6, dcache misses:         50
Config: (count = 256, datalen = 3, packed = False), sizeof(item_t):  8, dcache misses:         65
Config: (count = 256, datalen = 3, packed = True), sizeof(item_t):  7, dcache misses:         58
Config: (count = 256, datalen = 4, packed = False), sizeof(item_t):  8, dcache misses:         65
Config: (count = 256, datalen = 4, packed = True), sizeof(item_t):  8, dcache misses:         65
Config: (count = 256, datalen = 5, packed = False), sizeof(item_t): 12, dcache misses:         97
Config: (count = 256, datalen = 5, packed = True), sizeof(item_t):  9, dcache misses:         74
Config: (count = 256, datalen = 6, packed = False), sizeof(item_t): 12, dcache misses:         98
Config: (count = 256, datalen = 6, packed = True), sizeof(item_t): 10, dcache misses:         82
Config: (count = 256, datalen = 7, packed = False), sizeof(item_t): 12, dcache misses:         97
Config: (count = 256, datalen = 7, packed = True), sizeof(item_t): 11, dcache misses:         89
Config: (count = 256, datalen = 8, packed = False), sizeof(item_t): 12, dcache misses:         97
Config: (count = 256, datalen = 8, packed = True), sizeof(item_t): 12, dcache misses:         98
Config: (count = 256, datalen = 9, packed = False), sizeof(item_t): 16, dcache misses:        129
Config: (count = 256, datalen = 9, packed = True), sizeof(item_t): 13, dcache misses:        105
Config: (count = 256, datalen = 10, packed = False), sizeof(item_t): 16, dcache misses:        130
Config: (count = 256, datalen = 10, packed = True), sizeof(item_t): 14, dcache misses:        113
Config: (count = 256, datalen = 11, packed = False), sizeof(item_t): 16, dcache misses:        130
Config: (count = 256, datalen = 11, packed = True), sizeof(item_t): 15, dcache misses:        121
Config: (count = 256, datalen = 12, packed = False), sizeof(item_t): 16, dcache misses:        130
Config: (count = 256, datalen = 12, packed = True), sizeof(item_t): 16, dcache misses:        130
Config: (count = 256, datalen = 13, packed = False), sizeof(item_t): 20, dcache misses:        162
Config: (count = 256, datalen = 13, packed = True), sizeof(item_t): 17, dcache misses:        137
Config: (count = 256, datalen = 14, packed = False), sizeof(item_t): 20, dcache misses:        161
Config: (count = 256, datalen = 14, packed = True), sizeof(item_t): 18, dcache misses:        145
Config: (count = 256, datalen = 15, packed = False), sizeof(item_t): 20, dcache misses:        161
